"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.26806044823938e-09,0.38404980679516,0.328,0.161,0.000118309487976441,"1","Hivep3"
7.67741001099917e-09,0.464285527660616,0.531,0.336,0.000124972880159045,"1","Akap12"
8.95875227311767e-09,0.402780226471679,0.323,0.16,0.000145830569501809,"1","Plxnd1"
1.21070693459953e-08,0.362919640031144,0.99,0.935,0.000197078874814111,"1","Rbx1"
1.57158175537683e-08,0.351500983659885,0.729,0.494,0.000255822078140241,"1","Spint2"
2.14705841756654e-08,0.439959637409907,0.359,0.195,0.000349498169211481,"1","St3gal6"
2.63987819108766e-08,0.395167771279315,0.714,0.529,0.000429719371945249,"1","Trpm7"
2.83402201604771e-08,0.4911180899246,0.505,0.358,0.000461322103772247,"1","Tle2"
2.84082317205716e-08,0.340936615153278,0.823,0.688,0.000462429195947465,"1","Tmem176a"
2.88053330159726e-08,0.342670349638319,0.839,0.668,0.000468893210834002,"1","Tprgl"
4.12926368332152e-08,0.3425035947277,0.396,0.216,0.000672161542371077,"1","Tmem86a"
4.9574762622427e-08,0.41591328987958,0.781,0.626,0.000806977985967866,"1","Tgfb1"
5.94237762459898e-08,0.386052159706308,0.896,0.734,0.000967300229732222,"1","Sdc1"
7.27295441654619e-08,0.344308886001821,1,1,0.00118389151992539,"1","Malat1"
9.28228220646626e-08,0.397087806918945,0.25,0.112,0.00151096989756858,"1","Tspan15"
1.01955401823761e-07,0.555064045768178,0.536,0.419,0.00165963003088718,"1","Smim4"
1.23762523123596e-07,0.434769564403028,0.406,0.243,0.00201460635140589,"1","Mettl7a1"
1.3424123438406e-07,0.638167117892901,0.484,0.323,0.00218517881330373,"1","Rasl11a"
1.48039946897725e-07,0.417654591706318,0.495,0.338,0.00240979425560117,"1","Ubl3"
1.51747741514045e-07,0.352034999650518,0.297,0.152,0.00247014973636563,"1","Lman2l"
1.55188021181976e-07,0.415555920070127,0.635,0.513,0.0025261506088002,"1","Zbtb20"
1.67553895746176e-07,0.433783496563252,0.307,0.158,0.00272744231495626,"1","Emilin2"
1.72805051926097e-07,0.429225214600948,0.307,0.162,0.00281292063525301,"1","Vdr"
2.01914414963814e-07,0.40963740923155,0.323,0.175,0.00328676284678097,"1","LOC115489962"
2.03974375772639e-07,0.303385975964792,0.984,0.948,0.00332029488882702,"1","Cox7a2"
2.05240900946551e-07,0.396527326905288,0.88,0.764,0.00334091138560796,"1","Mt1"
2.07607148446248e-07,0.35879748964881,0.422,0.257,0.00337942916240803,"1","Iqgap2"
2.61341773155108e-07,0.345679946104812,0.974,0.911,0.00425412138341885,"1","Ndfip1"
2.80940116821195e-07,0.330032373702255,0.849,0.711,0.00457314322161541,"1","Pnisr"
3.25601967471027e-07,0.271076778042126,0.469,0.287,0.00530014882649339,"1","Cxcl14"
3.39131247165418e-07,0.320287736506107,0.875,0.728,0.00552037844135867,"1","Mdh1"
3.41370875098699e-07,0.44920248632041,0.599,0.498,0.00555683510485663,"1","Acaa2"
3.97094765383122e-07,0.366944620250011,0.75,0.598,0.00646390859090646,"1","Sod2"
4.68859509738571e-07,0.322244148893053,0.979,0.95,0.00763209509952446,"1","Cox5a"
4.77435074405446e-07,0.413631332702575,0.51,0.354,0.00777168814117185,"1","Smad6"
4.95401693644886e-07,0.319682787389696,0.88,0.705,0.00806414876915145,"1","H2afj"
6.11576734833322e-07,0.423283219097703,0.49,0.33,0.00995524608961682,"1","Sulf2"
6.69203151425093e-07,0.367794467731896,0.979,0.918,0.0108932888988977,"1","Srp14"
7.22030055173672e-07,0.37532365302869,0.917,0.837,0.011753205238117,"1","Son"
8.92059666300266e-07,0.371684812678907,0.531,0.382,0.0145209472480357,"1","Amd1"
1.080308152417e-06,0.355883675815326,0.932,0.798,0.0175852561050439,"1","Ywhaq"
1.12053326745695e-06,0.31774194356311,0.995,0.969,0.0182400405276642,"1","Ddx5"
1.16790622583333e-06,0.280846815516641,0.818,0.663,0.0190111775441149,"1","Bnip3l"
1.23038479202415e-06,0.287635257680007,0.927,0.824,0.0200282036445691,"1","Tmbim6"
1.3788445477449e-06,0.298636659961933,0.953,0.843,0.0224448315481914,"1","App"
1.42149173755747e-06,0.290940402403678,0.911,0.775,0.0231390425039605,"1","Chmp2a"
1.57212120508309e-06,0.380740133042962,0.911,0.727,0.0255909889763425,"1","Xist"
1.69676324310342e-06,0.331807825614022,0.802,0.639,0.0276199120712375,"1","Atp6v0b"
1.87754804624845e-06,0.296741109779663,0.974,0.909,0.0305627270968323,"1","Aldoa"
1.97291928964275e-06,0.292483038353947,0.943,0.779,0.0321151801968046,"1","Atp6v1f"
2.33754599910312e-06,0.330614795745852,0.755,0.625,0.0380505737734006,"1","Rab11a"
2.3485237912523e-06,0.360154025500439,0.953,0.805,0.038229270274005,"1","Id3"
2.42532909841966e-06,0.288648590895689,0.938,0.806,0.0394795070640752,"1","Ndufs7"
2.54187766104826e-06,0.425033297990961,0.745,0.556,0.0413766845665436,"1","Ucp2"
2.58196859970851e-06,0.492473143633036,0.714,0.63,0.0420292848660552,"1","Fn1"
2.66606972310377e-06,0.300452257395742,1,0.98,0.0433982829526832,"1","Myl12a"
2.75140992782301e-06,0.291152891547724,0.922,0.802,0.044787450805103,"1","Spcs2"
2.77162314539291e-06,0.253019629101462,0.708,0.544,0.0451164815607058,"1","Plpp3"
2.84340739336701e-06,0.331720450448753,0.964,0.853,0.0462849855492282,"1","Sec62"
3.79959940133e-06,0.341405469386666,0.448,0.314,0.0618498790548497,"1","Cd1d1"
3.80428064455648e-06,0.339850002884625,0.281,0.151,0.0619260803320904,"1","9130020K20Rik"
3.8599871581844e-06,0.284439673486241,0.75,0.604,0.0628328709609256,"1","Higd2a"
3.86829969169035e-06,0.39951007329152,0.417,0.282,0.0629681823813355,"1","Adam10"
4.04953584231531e-06,0.288699612347885,0.849,0.733,0.0659183444412086,"1","Eif5"
4.404549510267e-06,0.389785559959556,0.443,0.271,0.0716972569281262,"1","Igfbp2"
5.37982557097343e-06,0.270528942380719,0.63,0.444,0.0875728006443056,"1","Hras"
5.39427128475852e-06,0.348338295531766,0.667,0.558,0.0878079479732992,"1","Dync1i2"
5.55845223660499e-06,0.333795881365476,0.484,0.338,0.0904804855074561,"1","Acot1"
6.72512974054577e-06,0.371715147845931,0.5,0.379,0.109471661916604,"1","Gtf2b"
6.85802575223488e-06,0.300566275234088,0.943,0.835,0.111634943194879,"1","Tagln2"
8.45307698623453e-06,0.404268086213812,0.557,0.432,0.137599187181926,"1","Sox9"
9.14701418318955e-06,0.396943190636942,0.615,0.498,0.148895096873959,"1","Fxyd6"
9.73900294739584e-06,0.291455742663092,0.266,0.14,0.158531489977709,"1","Kcnj8"
1.21358561128131e-05,0.275173086545362,0.25,0.128,0.197547465804372,"1","Gfra2"
1.53504882845803e-05,0.276520309349045,1,0.995,0.249875248296398,"1","Rbm39"
1.65344542789689e-05,0.31654378203678,0.641,0.475,0.269147846753056,"1","Fxyd4"
2.27445057668816e-05,0.276495275058081,0.771,0.627,0.370235064873299,"1","Gabarapl2"
2.33759518026185e-05,0.365322598726255,0.474,0.338,0.380513743443024,"1","Prkca"
2.51509211767817e-05,0.306587548752876,0.443,0.312,0.409406694915652,"1","Tcn2"
2.63050142632509e-05,0.345615681899448,0.875,0.803,0.428193022177197,"1","Snrnp70"
2.72786496934659e-05,0.280851584780095,0.922,0.835,0.444041859710238,"1","Bri3"
2.82284874129833e-05,0.268454302258751,0.917,0.824,0.459503318108542,"1","Capns1"
3.05697368101987e-05,0.281970563991642,0.849,0.713,0.497614175796415,"1","Matn4"
3.05725270803769e-05,0.380831136876843,0.469,0.352,0.497659595814375,"1","Plxdc2"
3.13583619921405e-05,0.291350317178673,0.453,0.332,0.510451416508063,"1","Dlx3"
3.35006746144297e-05,0.280897787836002,0.25,0.139,0.545323981373686,"1","Rnf180"
4.17947339355958e-05,0.301575571365662,0.755,0.653,0.680334679003628,"1","Mfge8"
4.61040464151253e-05,0.251131238480686,0.547,0.392,0.75048166754541,"1","Ckmt1"
4.62085219015308e-05,0.285974149510329,0.589,0.436,0.752182319513118,"1","Sgk1"
4.85964069024909e-05,0.378990863059512,0.391,0.278,0.791052311558747,"1","Slc4a4"
5.53775301514015e-05,0.291967597207406,0.276,0.169,0.901435435804513,"1","Psmb10"
5.88057096166063e-05,0.362493663428712,0.443,0.323,0.957239341139118,"1","Cyb561a3"
6.04693694590846e-05,0.298203630164745,0.552,0.432,0.98432039605498,"1","Limch1"
6.16703137067119e-05,0.25579208029582,0.349,0.22,1,"1","Fam107b"
6.42008285327217e-05,0.313627997111573,0.589,0.487,1,"1","Snx2"
6.96728847336433e-05,0.324700808304354,0.578,0.471,1,"1","Vasn"
7.73208252990642e-05,0.301822400925631,0.781,0.664,1,"1","Timm8b"
8.2217121958819e-05,0.310010365402265,0.312,0.197,1,"1","S1pr1"
8.73904501101187e-05,0.323928814357589,0.464,0.356,1,"1","Sorbs2"
8.85892797835439e-05,0.358054598262215,0.38,0.266,1,"1","Car12"
9.23613156104576e-05,0.271525437271082,0.745,0.563,1,"1","Klk4"
9.45536313146664e-05,0.327090135800957,0.292,0.185,1,"1","Snhg20"
0.000101128625044901,0.278695116866265,0.724,0.64,1,"1","Lamtor2"
0.000107329336660792,0.267895603238658,0.5,0.378,1,"1","Phlda3"
0.000108316672215769,0.296736555673428,1,1,1,"1","Ambn"
0.000161833451543416,0.304289956062698,0.318,0.206,1,"1","Ltbp1"
0.000163774824667941,0.348663547749309,0.458,0.344,1,"1","Foxo1"
0.000182454632237266,0.324590791845595,0.411,0.298,1,"1","Dhrs3"
0.0002334647958106,0.328699878367903,0.438,0.352,1,"1","Mapk3"
0.000238547184496633,0.253558180400598,0.984,0.969,1,"1","Cox7c"
0.000259152732142819,0.312114425508088,0.568,0.483,1,"1","Cpxm1"
0.000261940246635677,0.318642428041786,0.37,0.262,1,"1","Adgra3"
0.000268832618738678,0.263643187728916,0.74,0.67,1,"1","Cyba"
0.000269200266912824,0.259283469000995,0.354,0.243,1,"1","Ogt"
0.00027285137603506,0.318558064433131,0.49,0.418,1,"1","Psme1"
0.00027288597924834,0.293599371828868,0.901,0.86,1,"1","Luc7l2"
0.000284145653370386,0.265156376633445,0.521,0.42,1,"1","Hadhb"
0.000313752286618975,0.305667688150231,0.464,0.372,1,"1","Col23a1"
0.000318509009992333,0.284303495743616,0.432,0.338,1,"1","Fyn"
0.000337585880434632,0.309302611731192,0.422,0.317,1,"1","Tmem159"
0.000344423998283716,0.322418633876846,0.526,0.453,1,"1","Cybrd1"
0.000365817029476611,0.318663541651175,0.708,0.66,1,"1","Pde4d"
0.000453640008254867,0.286179028309953,0.443,0.337,1,"1","Proser2"
0.000470944087709737,0.299777765662856,0.474,0.383,1,"1","Olfml3"
0.000472997515797263,0.280513030953341,0.495,0.379,1,"1","Insc"
0.000599843351508963,0.302710179343221,0.354,0.261,1,"1","Polb"
0.00066705591943632,0.405201401857177,0.38,0.286,1,"1","Notch2"
0.00079441770919691,0.251946270787815,0.26,0.161,1,"1","C1qtnf9"
0.000823310341061046,0.272035397236593,0.401,0.307,1,"1","Gaa"
0.000833822220960263,0.259036754984032,0.672,0.64,1,"1","Aamp"
0.000835601173582409,0.302980732422283,0.458,0.365,1,"1","P4ha2"
0.00088896828424194,0.315526665117267,0.443,0.367,1,"1","Ddr2"
0.000929153608364673,0.288134346271989,0.807,0.732,1,"1","Dbi"
0.000988299465389059,0.259957202304785,0.661,0.599,1,"1","Islr"
0.00105432664329513,0.277531957433494,0.396,0.303,1,"1","Pak1"
0.00106353068256815,0.36080520927825,0.344,0.263,1,"1","Qsox1"
0.00111624938099398,0.271575077536747,0.51,0.433,1,"1","Maf1"
0.00115912259655477,0.287081206948044,0.417,0.34,1,"1","Agpat4"
0.00118073948093356,0.255562581379889,0.302,0.211,1,"1","Tbc1d17"
0.00120979617109291,0.282334611836001,0.438,0.34,1,"1","Gypc"
0.001235310428246,0.255675595360782,0.531,0.457,1,"1","Creb3l2"
0.00124349325513785,0.439446051612501,0.432,0.374,1,"1","Olfml1"
0.00130463364555763,0.31621326625138,0.37,0.292,1,"1","Sulf1"
0.00152674879057142,0.358902556579707,0.406,0.31,1,"1","Ntng1"
0.00161250499467061,0.281372517703644,0.714,0.677,1,"1","Ech1"
0.00197399326506053,0.351254766156874,0.599,0.561,1,"1","Pck2"
0.00215211211189504,0.25393969601706,0.281,0.199,1,"1","Hipk3"
0.00221044511897054,0.27176292709493,0.651,0.591,1,"1","Dlx5"
0.00237217455458573,0.282478823655482,0.359,0.276,1,"1","Zfhx3"
0.00306849792980066,0.258969334602176,0.333,0.255,1,"1","Cd151"
0.0034157472111928,0.267157068648019,0.453,0.382,1,"1","Gm31734"
0.0034316411006447,0.284534275723996,0.505,0.432,1,"1","Chchd7"
0.00350379355241864,0.275133218957654,0.406,0.337,1,"1","Tcp11l2"
0.00370200193853346,0.265300581245579,0.286,0.209,1,"1","A930005H10Rik"
0.00376668966444813,0.288389216874346,0.365,0.281,1,"1","Ndrg2-1"
0.00379533330667821,0.251986768059102,0.271,0.193,1,"1","Pik3ip1"
0.00449886101267011,0.334661779832996,0.432,0.355,1,"1","Rarres2"
0.00765094981673974,0.277386991433548,0.464,0.392,1,"1","Mrc2"
0.00814057082478898,0.299396470486154,0.526,0.465,1,"1","Gm4258"
0.00880073789818521,0.303255724836917,0.667,0.682,1,"1","Ctsk"
7.15236700833982e-66,1.82798663240492,0.988,0.512,1.16426230161756e-61,"3","Vcan"
7.93427529265078e-56,1.44939211637299,0.956,0.444,1.29154133213769e-51,"3","Mest"
4.43746256600155e-53,1.51292232882238,0.675,0.15,7.22330156493733e-49,"3","Col9a3"
5.97855479571269e-43,0.923422319498407,0.544,0.108,9.73189149646111e-39,"3","Nell2"
2.18119982019042e-42,0.781108552555556,1,1,3.55055706730597e-38,"3","Rpl31"
2.31056223238527e-42,1.52789000280985,0.806,0.339,3.76113320187674e-38,"3","Cd24a"
7.42575080465861e-39,1.04192958419697,0.894,0.384,1.20876371598233e-34,"3","Prss23"
4.24059456691931e-35,1.07400901713596,0.981,0.692,6.90283983603125e-31,"3","Pam"
4.51231796161951e-35,0.982300599176856,0.3,0.027,7.34515117792424e-31,"3","Mia"
1.65127812543165e-34,0.871400204278391,0.988,0.951,2.68795053257764e-30,"3","Anxa5"
3.87010965115274e-34,1.3371931238646,0.7,0.243,6.29976449014643e-30,"3","Pcp4"
5.71682985024396e-34,0.859917580629613,0.994,0.933,9.30585563022712e-30,"3","Hmgn3"
1.50622040755653e-31,0.514325874634418,1,1,2.45182557942052e-27,"3","Rpl7"
6.51379935533918e-31,0.493917460675304,1,1,1.06031625906211e-26,"3","Rps4x"
1.58020031297123e-30,0.768757682853676,0.706,0.282,2.57225006945457e-26,"3","Lrrc42"
3.2965239698398e-30,1.10003386158215,0.4,0.079,5.36608171810523e-26,"3","Col9a1"
1.11230895861621e-29,0.826094786803081,0.794,0.373,1.81061652283547e-25,"3","Vit"
1.89898955734874e-29,0.44966754188225,1,1,3.09117520145228e-25,"3","Rps15a"
2.51659706802527e-29,0.600888516796862,0.588,0.174,4.09651670733153e-25,"3","Nqo1"
1.17294023358436e-28,0.960733149816699,0.963,0.708,1.90931211222862e-24,"3","Tgfbi"
1.96174461244964e-28,1.34307421476389,0.894,0.572,3.19332788014552e-24,"3","Omd"
2.10333093439431e-28,1.10516662202058,1,0.834,3.42380209500706e-24,"3","Ptn"
3.19218581282698e-27,0.836163218577811,0.938,0.582,5.19624006611976e-23,"3","Oaf"
7.84202966861575e-27,0.451096091173616,1,1,1.27652558945727e-22,"3","Rps7"
1.4275022943529e-26,0.764986724290296,0.694,0.313,2.32368823474764e-22,"3","Ctnnbip1"
7.73467507828328e-26,0.721756504596357,1,0.941,1.25905040924295e-21,"3","Mdk"
8.91042852755425e-26,0.760598909219186,1,0.975,1.45043955571528e-21,"3","Tuba1a"
1.10675824943253e-25,0.413967658275695,1,1,1.80158107842628e-21,"3","Rpl10"
1.28201670347788e-25,0.858684698990466,0.894,0.682,2.0868667899213e-21,"3","Mpzl1"
4.73011957306102e-25,0.592314797836649,0.431,0.107,7.69968864102873e-21,"3","Cntn6"
6.64813141303862e-25,0.86994120345438,0.881,0.573,1.08218283141443e-20,"3","Hmgn2"
6.91888894642279e-25,0.529393962896433,0.394,0.09,1.1262567426987e-20,"3","Sytl4"
2.10812851482511e-24,0.422421837324259,1,1,3.43161159643232e-20,"3","Rps20"
5.33550022439907e-24,0.416442472827423,0.325,0.06,8.68512726527681e-20,"3","Hepacam"
1.50365968852036e-23,0.498318739797464,1,1,2.44765724097344e-19,"3","Hsp90ab1"
3.4503484628305e-23,0.986691083697479,0.738,0.345,5.6164772277955e-19,"3","Crabp1"
3.75967245510815e-23,0.407860181297939,1,1,6.11999482242505e-19,"3","Rpl39"
7.86529881228569e-23,0.803195798338459,0.787,0.49,1.28031334066387e-18,"3","Twist2"
8.35748363720464e-23,0.781771441564238,0.7,0.347,1.36043118646417e-18,"3","Dclk1"
1.04348813887483e-22,0.367394698368092,1,1,1.69858999246045e-18,"3","Rps23"
2.23796445393611e-22,0.370050715857532,1,1,3.6429585381172e-18,"3","Rpl23a"
4.9171851779622e-22,0.366707681063912,1,1,8.00419403268687e-18,"3","Rps8"
5.26012579216633e-22,0.37442074858202,1,1,8.56243276448836e-18,"3","Rps24"
5.41326895961135e-22,0.520872995540257,1,0.99,8.81171921245536e-18,"3","Npm1"
1.38853763646261e-21,0.677256660255247,0.613,0.243,2.26026156463384e-17,"3","Plppr1"
3.30377623781222e-21,0.519190309063883,1,0.987,5.37788695991073e-17,"3","Eef1g"
5.37895853564746e-21,0.396682865872518,1,1,8.75586870432694e-17,"3","Rps3a1"
5.45852499663289e-21,0.328392406224307,1,1,8.88538698951902e-17,"3","Rpl13a"
6.40720799696248e-21,0.380886635273384,1,1,1.04296531774555e-16,"3","Rps19"
9.18011716190543e-21,0.581637102387201,0.55,0.207,1.49433947161497e-16,"3","Dlx6os1"
1.74868539350704e-20,0.384929298298869,1,1,2.84651008355077e-16,"3","Rpl36a"
2.1512443724104e-20,0.322737613372935,1,1,3.50179558940966e-16,"3","Rps14"
3.22731799108295e-20,0.347927946189658,1,1,5.25342822588483e-16,"3","Rpl13"
4.94330827722557e-20,0.695569733794087,0.906,0.593,8.04671721366778e-16,"3","Fbn2"
7.35765256261093e-20,0.339705213191815,1,1,1.19767868414181e-15,"3","Rpl32"
7.79944054097325e-20,0.620749412491704,0.863,0.526,1.26959293125963e-15,"3","Hsd17b10"
8.10658210956453e-20,0.530495178442956,0.544,0.199,1.31958943579491e-15,"3","Tenm4"
9.43366409530603e-20,0.645796734191004,0.619,0.27,1.53561184143392e-15,"3","Rdh10"
2.45988610038531e-19,0.553547946119575,0.613,0.279,4.00420259420721e-15,"3","Cib2"
1.36084074108355e-18,0.324343995604118,1,1,2.21517655833581e-14,"3","Rps17"
1.46486293791091e-18,0.523914927599325,1,0.977,2.38450389033138e-14,"3","Prdx2"
1.9544369311727e-18,0.553961053541832,0.475,0.168,3.18143243656292e-14,"3","Fbln2"
2.45219456836881e-18,0.537761978621095,0.637,0.287,3.99168231839075e-14,"3","Flrt3"
2.96348033743006e-18,0.386188756576411,1,0.998,4.82395329326866e-14,"3","Rpl12"
4.08369106999472e-18,0.331218385942628,1,1,6.64743232373741e-14,"3","Rpl23"
5.02207121757074e-18,0.761563401455226,0.925,0.672,8.17492752796165e-14,"3","Col9a2"
1.70157270882874e-17,0.571783122096226,0.688,0.358,2.76982005543142e-13,"3","Rarg"
1.8882423820415e-17,0.624846036918783,0.775,0.448,3.07368094948715e-13,"3","Hacd1"
2.28748404824887e-17,0.317785222380589,1,1,3.72356653373951e-13,"3","Rpl41"
2.33664207206383e-17,0.54859123367579,0.781,0.393,3.8035859649055e-13,"3","Sox9"
3.62557403430515e-17,0.296024858442157,1,1,5.90170941304193e-13,"3","Rps29"
5.92900518206653e-17,0.382473442173847,1,0.999,9.6512346353679e-13,"3","Rps26"
1.02340693490624e-16,0.580022831636605,0.819,0.526,1.66590180864038e-12,"3","Clec11a"
1.08135287551338e-16,0.335787366248432,1,1,1.76022621076068e-12,"3","Rpl17"
1.23424642731194e-16,0.314178749667397,1,1,2.00910633437838e-12,"3","Rpl15"
2.52162970350023e-16,0.524542208947196,0.912,0.68,4.10470883135768e-12,"3","Fkbp9"
2.57166790975873e-16,0.32129343270073,1,1,4.18616102350527e-12,"3","Rps3"
4.04775530853926e-16,0.528614390830957,1,1,6.58893609124021e-12,"3","Actg1"
4.61862721203775e-16,0.53980081235472,0.338,0.106,7.51820137575505e-12,"3","Chadl"
8.50399003226075e-16,0.533860956998443,0.975,0.864,1.3842794974514e-11,"3","Marcksl1-1"
1.13592924246164e-15,0.560277782515871,0.95,0.869,1.84906562087906e-11,"3","Dap"
1.15580153760955e-15,0.294226234294667,0.838,0.498,1.88141374292083e-11,"3","Apod"
1.44430365714693e-15,0.345482494727423,0.3,0.08,2.35103749310378e-11,"3","Scube1"
1.65584911029847e-15,0.314980583735587,1,1,2.69539118174385e-11,"3","Rpl35"
3.01582052967953e-15,0.608760071903348,0.919,0.701,4.90915265821234e-11,"3","Il11ra1"
3.69656420428112e-15,0.488585817814038,0.444,0.178,6.01726721172880e-11,"3","Hapln1"
3.77702215527237e-15,0.387785630012431,0.3,0.082,6.14823666435236e-11,"3","Pcdh10"
4.76484118275462e-15,0.431894755374981,0.312,0.092,7.75620847728797e-11,"3","Egfem1"
5.92170860011325e-15,0.43182376999454,0.469,0.189,9.63935725926435e-11,"3","Tspan9"
8.64888925107202e-15,0.274215166632587,1,1,1.4078661922895e-10,"3","Rpl37a"
9.26005014241822e-15,0.297034578996159,1,1,1.50735096218284e-10,"3","Rpl9"
2.6906953933037e-14,0.26947810602834,1,1,4.37991396121976e-10,"3","Rpl11"
3.0487480985142e-14,0.42139722192931,0.531,0.245,4.96275215476142e-10,"3","Gmds"
3.15107967331556e-14,0.344748303318532,1,0.999,5.12932749222307e-10,"3","Rps6"
3.53210814490772e-14,0.294761947540783,1,1,5.74956563828079e-10,"3","Rpl8"
3.94340151575559e-14,0.523198587802058,0.919,0.775,6.41906898734696e-10,"3","Dek"
4.24411797954151e-14,0.396358836921809,0.963,0.917,6.90857524709767e-10,"3","Tuba1b"
5.21215972815419e-14,0.326175126058743,1,1,8.48435360548939e-10,"3","Rps2"
5.35128451105876e-14,0.452029088931471,0.588,0.282,8.71082092710144e-10,"3","Prss35"
1.3163388694541e-13,0.426559814533557,0.988,0.848,2.14273641169739e-09,"3","Bambi"
1.41195060983343e-13,0.555368639616007,0.994,0.798,2.29837320268686e-09,"3","Tnc"
1.48665537558842e-13,0.28452858461897,1,1,2.41997762038284e-09,"3","Rps9"
2.3921499210496e-13,0.31515700416716,0.312,0.098,3.89394164148454e-09,"3","Scrn1"
4.65762880533677e-13,0.438881215291147,0.331,0.11,7.58168816932719e-09,"3","Gm40935"
5.3694039617091e-13,0.284424348604827,1,1,8.74031576887008e-09,"3","Eef1a1"
6.9085865250248e-13,0.406303187761743,0.4,0.161,1.12457971454354e-08,"3","Aldh1a3"
7.47800595968494e-13,0.503702814207418,0.731,0.411,1.21726981011751e-08,"3","Stmn1"
1.03162157122218e-12,0.46520155168807,0.588,0.313,1.67927359363546e-08,"3","Dlx4os"
1.42448630130974e-12,0.422949483137742,0.637,0.336,2.31877880127199e-08,"3","Olfml1"
1.95737569158333e-12,0.562558562064102,0.881,0.687,3.18621615075934e-08,"3","Maged2"
2.00352125605557e-12,0.278183946889089,1,1,3.26133190060725e-08,"3","Rps5"
2.88144640421546e-12,0.492463631692527,0.713,0.433,4.69041845678192e-08,"3","Gsta4"
3.39361795020406e-12,0.440848210031699,1,0.99,5.52413129934218e-08,"3","Tmsb4x"
5.00481256735549e-12,0.439188422505564,0.725,0.477,8.14683389714127e-08,"3","Pdlim4"
5.03877842878298e-12,0.4819233087165,0.975,0.957,8.20212352637293e-08,"3","Morf4l2"
5.54590716128422e-12,0.275679071324439,1,1,9.02762767713846e-08,"3","Rpl34"
5.91109766538694e-12,0.507342234228661,0.694,0.428,9.62208477971686e-08,"3","Ppp1r12b"
7.7736563736539e-12,0.463011581726969,0.5,0.245,1.26539578450338e-07,"3","Ppfibp2"
8.7406023726535e-12,0.575004010054754,0.781,0.526,1.42279525422054e-07,"3","Gpc3"
9.62308858090161e-12,0.307277710737574,0.294,0.096,1.56644635919916e-07,"3","Neto1"
1.13543208616501e-11,0.376868330829411,1,0.999,1.84825634985941e-07,"3","Rpl22l1"
1.29291599337656e-11,0.414431401281907,0.519,0.258,2.10460865401836e-07,"3","Gm1673"
1.32335964275517e-11,0.291759075726476,1,1,2.15416482647687e-07,"3","Rplp0"
1.4442184597084e-11,0.344131140120981,0.344,0.13,2.35089880871333e-07,"3","Snap91"
1.49625286013929e-11,0.460163477795475,0.963,0.879,2.43560040573474e-07,"3","Tmem167"
1.66070449131495e-11,0.403626400379975,0.562,0.291,2.70329477096248e-07,"3","Tubb2a"
2.61224009438151e-11,0.3919486828302,0.531,0.281,4.25220442563423e-07,"3","Yipf1"
4.45314376716914e-11,0.587404273857358,0.938,0.914,7.24882742419793e-07,"3","Nbl1"
5.4034432335015e-11,0.252557811696925,1,1,8.79572489549374e-07,"3","Rplp1"
5.52782810850008e-11,0.356948661036046,0.619,0.344,8.99819859501643e-07,"3","Cacybp"
6.00065107323003e-11,0.314038733386029,0.3,0.107,9.76785981700384e-07,"3","Sall3"
7.46075517880335e-11,0.335954578047586,0.419,0.183,1.21446172800561e-06,"3","Dok6"
8.9453991295607e-11,0.382151155768528,0.406,0.18,1.45613207030989e-06,"3","Snai1"
9.01752249558225e-11,0.29531716151519,0.344,0.134,1.46787231183088e-06,"3","Adamts3"
1.09599473479374e-10,0.267411117399345,1,1,1.78406022929725e-06,"3","Rpl18"
1.38392095760208e-10,0.467491103461065,0.838,0.72,2.25274653478467e-06,"3","Sh3bgrl3"
1.4825326123301e-10,0.320237728128615,0.994,0.996,2.41326658635093e-06,"3","Prdx1"
1.79307769046924e-10,0.366568977780327,0.981,0.926,2.91877186454583e-06,"3","Swi5"
1.8834647842127e-10,0.40397801479654,0.65,0.405,3.06590397574144e-06,"3","Galnt1"
2.08067929300849e-10,0.80760782678976,0.5,0.274,3.38692975315922e-06,"3","Angpt4"
3.25364205401726e-10,0.303701135085817,1,0.999,5.2962785355293e-06,"3","Hspa8"
4.2503627395392e-10,0.340132130542693,0.394,0.172,6.91874046742192e-06,"3","Gria3"
6.31646321918047e-10,0.295008242600531,0.475,0.233,1.0281938828182e-05,"3","Zfp64"
7.17357670422316e-10,0.285809698314152,1,0.999,1.16771481591345e-05,"3","Rpl5"
8.12448105247847e-10,0.463179083940513,0.931,0.75,1.32250302572245e-05,"3","Cox4i2"
8.23151620696346e-10,0.354010822311766,0.675,0.399,1.33992620816951e-05,"3","Mdfi"
9.11658858464625e-10,0.394857324960279,0.462,0.233,1.48399828980872e-05,"3","Ccsap"
1.05569990194239e-09,0.432006549262865,0.744,0.509,1.71846830038182e-05,"3","Osr2"
1.48455772465295e-09,0.324785469266706,0.981,0.968,2.41656306419008e-05,"3","Pebp1"
1.71734837413022e-09,0.326860000574128,0.594,0.336,2.79549968340918e-05,"3","Pdlim2"
1.75021899714168e-09,0.331654640872136,0.406,0.194,2.84900648354722e-05,"3","Sh3d19"
2.79097472427022e-09,0.397226671922267,0.281,0.109,4.54314865616706e-05,"3","Col8a2"
3.01087283464847e-09,0.269000961760343,0.288,0.11,4.90109880024078e-05,"3","Kctd14"
3.19946580141617e-09,0.31885762464894,0.362,0.164,5.20809043154524e-05,"3","Rusc1"
